"source","target","weight"
"Gilad Shalhevet Brigades","West Bank and Gaza Strip",1
"Global Intifada","Russia",1
"Global Intifada","Sweden",2
"GN-95","Poland",1
"God our Father Cult","Philippines",1
"God's Army","Thailand",2
"God's Oppressed Army","Kenya",2
"Gono Bahini (GB)","Bangladesh",2
"Government Supporters","Sri Lanka",1
"Government Supporters","Sudan",1
"GP II","Greece",1
"Gracchus Babeuf","France",2
"Gracchus Babeuf","United States",3
"Great Eastern Islamic Raiders Front (IBDA-C)","France",1
"Great Eastern Islamic Raiders Front (IBDA-C)","Greece",2
"Great Eastern Islamic Raiders Front (IBDA-C)","Serbia-Montenegro",1
"Great Eastern Islamic Raiders Front (IBDA-C)","Turkey",32
"Great Japan Patriotic Party","Japan",1
"Greater Damascus Operations Room","Syria",2
"Greek Anarchists' Union","Greece",2
"Greek Anti-Dictatorial Youth (EAN)","United States",1
"Greek Bulgarian Armenian Front","Turkey",1
"Greek National Socialist Organization","Greece",2
"Greek National Socialist Organization","United States",1
"Greek Popular Resistance","Greece",1
"Grey Wolves","Belgium",1
"Grey Wolves","Italy",5
"Grey Wolves","Turkey",2
"Group for a Strong Revolutionary Movement","France",1
"Group for Martyred Isam as-Sartawi","Libya",1
"Group for Martyred Isam as-Sartawi","Syria",1
"Group of Carlo Giuliani","Greece",1
"Group of Popular Fighters","Germany",1
"Group of Popular Fighters","Greece",2
"Group of Popular Fighters","Israel",1
"Group of the Fatima Church Attack","Central African Republic",1
"Group Yuri Choukewitch","Soviet Union",1
"Groups for Dissemination of Revolutionary Theory and Action","Greece",1
"Groups Seeking Independence","France",1
"Grozny Jamaat","Russia",1
"Grupo Armado de Liberacion Argentina (GALA)","Argentina",1
"Grupo de Combatientes Populares","Ecuador",2
"Grupo Estrella","Puerto Rico",2
"Grupo Estrella","United States",2
"Grupo Libertad","Ecuador",1
"Gruppe Haw Weg Den Scheiss","Germany",2
"Guadalcanal Liberation Army","Solomon Islands",1
"Guadalcanal Liberation Front (GLF)","Solomon Islands",1
"Guadeloupe Liberation Army","France",4
"Guadeloupe Liberation Army","Guadeloupe",3
"Guadeloupe Separatists","France",1
"Guajajara Tribe","Brazil",1
"Guardians of the Islamic Revolution","Iran",2
"Guards of the Fighting Proletariat","Italy",1
"Guardsmen of Islam","France",1
"Guardsmen of Islam","Iran",1
"Guatemalan Communist Party","Guatemala",2
"Guatemalan hired assasins","Honduras",1
"Guatemalan Labor Party (PGT)","El Salvador",1
"Guatemalan Labor Party (PGT)","Guatemala",16
"Guatemalan Labor Party (PGT)","Honduras",1
"Guatemalan Labor Party (PGT)","International",1
"Guatemalan Labor Party (PGT)","Nicaragua",1
"Guatemalan Labor Party (PGT)","United States",1
"Guatemalan National Revolutionary Unity (URNG)","Bahamas",1
"Guatemalan National Revolutionary Unity (URNG)","Guatemala",126
"Guatemalan National Revolutionary Unity (URNG)","International",1
"Guatemalan National Revolutionary Unity (URNG)","Nicaragua",1
"Guatemalan National Revolutionary Unity (URNG)","United States",2
"Guaycaipuro Indians","Brazil",1
"Guerilla Party of the Galician Poor","Spain",3
"Guerrilla Army of the Poor (EGP)","Colombia",1
"Guerrilla Army of the Poor (EGP)","Guatemala",141
"Guerrilla Army of the Poor (EGP)","Nicaragua",3
"Guerrilla Army of the Poor (EGP)","Peru",1
"Guerrilla Army of the Poor (EGP)","United States",10
"Guerrilla Command Force 97","Guatemala",1
"Guerrilla Commando of the people","United States",1
"Guerrilla Forces for Liberation","Puerto Rico",1
"Guerrilla Forces for Liberation","United States",6
"Guerrilla Movement of the Poor (MGP)","Chile",1
"Guerrillas","Afghanistan",6
"Guerrillas","Colombia",2
"Guerrillas","El Salvador",5
"Guerrillas","Great Britain",1
"Guerrillas","Guatemala",3
"Guerrillas","Honduras",1
"Guerrillas","India",2
"Guerrillas","Iran",2
"Guerrillas","Israel",1
"Guerrillas","Nicaragua",3
"Guerrillas","Northern Ireland",5
"Guerrillas","Peru",2
"Guerrillas","Philippines",1
"Guerrillas","Rhodesia",7
"Guerrillas","Russia",1
"Guerrillas","Sri Lanka",2
"Guerrillas","Uganda",1
"Guerrillas","United States",2
"Guerrillas","Yemen",1
"Guerrillas","Zimbabwe",1
"Guerrillas of Christ the King","Spain",2
"Gugama Youth Federation","Italy",1
"Gulf Cartel","Mexico",1
"Gun runners","South Africa",1
"Gunib Group","Russia",1
"Gunmen","Afghanistan",8
"Gunmen","Algeria",22
"Gunmen","Angola",1
"Gunmen","Argentina",1
"Gunmen","Bangladesh",3
"Gunmen","Belgium",1
"Gunmen","Brazil",1
"Gunmen","Cambodia",4
"Gunmen","Canada",1
"Gunmen","Colombia",22
"Gunmen","Costa Rica",1
"Gunmen","Democratic Republic of the Congo",4
"Gunmen","El Salvador",3
"Gunmen","France",2
"Gunmen","Georgia",2
"Gunmen","Greece",1
"Gunmen","Guatemala",4
"Gunmen","Guyana",1
"Gunmen","Haiti",3
"Gunmen","Honduras",1
"Gunmen","India",9
"Gunmen","Indonesia",6
"Gunmen","International",3
"Gunmen","Iran",1
"Gunmen","Iraq",57
"Gunmen","Israel",3
"Gunmen","Italy",1
"Gunmen","Jamaica",1
"Gunmen","Japan",1
"Gunmen","Kazakhstan",1
"Gunmen","Kosovo",4
"Gunmen","Lebanon",3
"Gunmen","Libya",1
"Gunmen","Mexico",4
"Gunmen","Mozambique",1
"Gunmen","Nicaragua",1
"Gunmen","Nigeria",2
"Gunmen","Pakistan",39
"Gunmen","Philippines",3
"Gunmen","Russia",13
"Gunmen","Serbia-Montenegro",1
"Gunmen","Somalia",4
"Gunmen","South Africa",1
"Gunmen","Sri Lanka",2
"Gunmen","Sudan",5
"Gunmen","Syria",4
"Gunmen","Tajikistan",2
"Gunmen","Tanzania",1
"Gunmen","Thailand",1
"Gunmen","Turkey",4
"Gunmen","Ukraine",1
"Gunmen","United States",2
"Gunmen","West Bank and Gaza Strip",5
"Gunmen","Yugoslavia",3
"Gunmen","Zimbabwe",1
"Gunmen loyal to Mohammad Farah Aideed","International",1
"Gurkha National Liberation Front (GNLF)","India",59
"Gutierrez Gomez Resistance Group","Panama",2
"H-World/Heavenly Group","Philippines",1
"Habi's Er'roub seriat","Algeria",1
"Habr Gedir Clan","Djibouti",1
"Habr Gedir Clan","International",1
"Habr Gedir Clan","Somalia",1
"Hadramawt Province of the Islamic State","Yemen",16
"Hadramawt Tribes Alliance","Yemen",3
"Hafiz Gul Bahadur Group","Pakistan",1
"Haftar Militia","France",1
"Haftar Militia","Libya",24
"Haika","Spain",1
"Haji Fateh","International",1
"Halqa-e-Mehsud","Pakistan",22
"Halqa-e-Mehsud","Poland",1
"Hamas (Islamic Resistance Movement)","Canada",1
"Hamas (Islamic Resistance Movement)","Egypt",1
"Hamas (Islamic Resistance Movement)","Great Britain",1
"Hamas (Islamic Resistance Movement)","International",1
"Hamas (Islamic Resistance Movement)","Israel",316
"Hamas (Islamic Resistance Movement)","Multinational",1
"Hamas (Islamic Resistance Movement)","Netherlands",1
"Hamas (Islamic Resistance Movement)","Thailand",1
"Hamas (Islamic Resistance Movement)","United States",2
"Hamas (Islamic Resistance Movement)","West Bank and Gaza Strip",68
"Hamawand Tribe","Turkey",1
"Hamza Combat Group against Atheism and Heresy","Sudan",1
"Hanafi Muslims","United States",3
"Hanchongryun","South Korea",1
"Haqqani Network","Afghanistan",46
"Haqqani Network","Canada",1
"Haqqani Network","Germany",1
"Haqqani Network","Great Britain",2
"Haqqani Network","India",2
"Haqqani Network","International",11
"Haqqani Network","Iran",1
"Haqqani Network","Italy",1
"Haqqani Network","Japan",2
"Haqqani Network","Multinational",1
"Haqqani Network","Pakistan",1
"Haqqani Network","United States",6
"Harakat al-Nujaba","Saudi Arabia",1
"Harakat Ansar Iran (HAI)","Iran",1
"Harakat ul-Mujahidin (HuM)","India",3
"Harakat ul-Mujahidin Al-Almi","Macedonia",1
"Harakat-i-Inqilahi-i-Islami","Iceland",1
"Harkat ul Ansar","Great Britain",1
"Harkat ul Ansar","India",10
"Harkatul Jihad-e-Islami","Bangladesh",3
"Harkatul Jihad-e-Islami","India",9
"Harkatul Jihad-e-Islami","Pakistan",3
"Harkatul Jihad-e-Islami","United States",1
"Hasam Movement","Egypt",8
"Hasmoneans (Jewish Settler Group)","West Bank and Gaza Strip",1
"Hassan Mabkhut Group","Yemen",2
"Hatikvah Leumi or National Hope","West Bank and Gaza Strip",1
"Hauso Ethnic Group","Nigeria",1
"Hawaiian extremists","United States",1
"Hector Rio De Brigade","Haiti",1
"Hekla Reception Committee-Initiative for More Social Eruptions","Germany",5
"Hells Angels","Sweden",1
"Heroes of Canto Grande","Ecuador",1
"Hezb-e Wahdat-e Islami-yi Afghanistan","Afghanistan",4
"Hezb-e Wahdat-e Islami-yi Afghanistan","Saudi Arabia",1
"Hezbollah","Argentina",1
"Hezbollah","Bahrain",3
"Hezbollah","Bangladesh",1
"Hezbollah","Cyprus",4
"Hezbollah","Denmark",1
"Hezbollah","Egypt",1
"Hezbollah","France",13
"Hezbollah","Great Britain",7
"Hezbollah","Greece",2
"Hezbollah","India",3
"Hezbollah","Iran",1
"Hezbollah","Iraq",2
"Hezbollah","Ireland",2
"Hezbollah","Israel",137
"Hezbollah","Italy",2
"Hezbollah","Jordan",2
"Hezbollah","Kuwait",10
"Hezbollah","Lebanon",158
"Hezbollah","Lesotho",1
"Hezbollah","Saudi Arabia",9
"Hezbollah","Soviet Union",2
"Hezbollah","Spain",1
"Hezbollah","Syria",10
"Hezbollah","Tunisia",4
"Hezbollah","Turkey",2
"Hezbollah","United States",15
"Hezbollah","West Germany (FRG)",1
"Hezbollah Palestine","Israel",2
"Hezbollah Palestine","Romania",1
"Hijaz Province of the Islamic State","Saudi Arabia",5
"Hijaz Province of the Islamic State","United States",1
"Hill Students Council","Bangladesh",1
"Hill Tiger Force (HTF)","India",4
"Himali Tigers","Nepal",1
"Hindu extremists","Great Britain",1
"Hindu extremists","India",14
"Hindu Illaignar Sena","India",1
"Hindu Illaignar Sena","Pakistan",1
"Hindu Morcha Nepal","Nepal",4
"Hiroyuki Jo","Japan",1
"Hizb al-Tahrir al-Islami (HT)","Bangladesh",1
"Hizb al-Tahrir al-Islami (HT)","Germany",1
"Hizb al-Tahrir al-Islami (HT)","Tajikistan",1
"Hizb-I-Islami","Afghanistan",28
"Hizb-I-Islami","International",12
"Hizb-I-Islami","United States",2
"Hizbul al Islam (Somalia)","Canada",1
"Hizbul al Islam (Somalia)","Great Britain",1
"Hizbul al Islam (Somalia)","Somalia",16
"Hizbul Mujahideen (HM)","India",157
"Hmar People's Convention-Democracy (HPC-D)","India",6
"Hofstad Network","Netherlands",1
"Holders of the Black Banners","Kuwait",1
"Holy Spirit Movement","Italy",1
"Holy Spirit Movement","Kenya",1
"Holy Spirit Movement","Uganda",5
"Homeland and Freedom Group","Costa Rica",1
"Honour of the Police","France",1
"hooded men","Spain",1
"Hoodie Wearers","Germany",1
"Hotaru (Firefly)","China",1
"Houthi extremists (Ansar Allah)","Egypt",1
"Houthi extremists (Ansar Allah)","France",1
"Houthi extremists (Ansar Allah)","Germany",1
"Houthi extremists (Ansar Allah)","Great Britain",1
"Houthi extremists (Ansar Allah)","India",2
"Houthi extremists (Ansar Allah)","International",11
"Houthi extremists (Ansar Allah)","Norway",1
"Houthi extremists (Ansar Allah)","Saudi Arabia",124
"Houthi extremists (Ansar Allah)","Tuvalu",1
"Houthi extremists (Ansar Allah)","United Arab Emirates",1
"Houthi extremists (Ansar Allah)","United States",8
"Houthi extremists (Ansar Allah)","West Bank and Gaza Strip",1
"Houthi extremists (Ansar Allah)","Yemen",739
"Hubay Qah Group","Lebanon",1
"Human Rights Defence Committee","Honduras",1
"Human Rights Renewal Movement (Renovacion por los Derechos Humanos)","Colombia",1
"Hungarian exile","Switzerland",1
"Hungarian Skin Head Group","Yemen",1
"Huria Kristen Batak Protestan (HKBP)","Indonesia",4
"Hushaysh Tribal Members","Yemen",1
"Hutu extremists","Angola",1
"Hutu extremists","Belgium",2
"Hutu extremists","Burundi",104
"Hutu extremists","Canada",1
"Hutu extremists","Democratic Republic of the Congo",5
"Hutu extremists","Great Britain",1
"Hutu extremists","International",2
"Hutu extremists","Multinational",2
"Hutu extremists","Rwanda",42
"Hutu extremists","Spain",1
"Hutu extremists","Uganda",3
"Hutu extremists","United States",1
"Hutu extremists","Zaire",2
"Hutus Former Soldiers","Democratic Republic of the Congo",3
"Hutus Former Soldiers","Rwanda",1
"Hutus Former Soldiers","Zaire",1
"Hynniewtrep National Liberation Council (HNLC)","India",5
"Iberian Anarchist Federation","Spain",3
"Iberian Liberation Movement (MIL)","Spain",9
"Iberian Liberation Movement (MIL)","Switzerland",1
"Iconoclasts","Italy",1
"Idealist Association","Turkey",3
"Idriss Miskine Group","France",1
"Igbo tribal group","Nigeria",1
"Ijaw extremists","Germany",1
"Ijaw extremists","International",1
"Ijaw extremists","Nigeria",15
"Ijaw extremists","United States",1
"Ikhwan Jammu and Kashmir","India",2
"Ikhwan-ul-Muslimeen","India",3
"Illuminating Paths of Solidarity","Greece",6
"Imam Hussein Brigade","Great Britain",1
"Imam Hussein Brigade","Iraq",1
"Imperial Iranian Patriotic Organization","Iran",1
"Incendiary Committee of Solidarity for Detainees","Greece",1
"Independence Advocates","New Caledonia",1
"Independent Albanian Movement","Yugoslavia",1
"Independent Armed Revolutionary Commandos (CRIA)","United States",19
"Independent Nasserite Movement","Lebanon",2
"Independent Peasants Union","Mexico",5
"Indian Mujahideen","Germany",1
"Indian Mujahideen","India",50
"Indian Tigers","India",1
"Indians","Mexico",1
"Indigenous People's Federal Army (IPFA)","Philippines",1
"Indipendenza","France",10
"Individuals claimed to be policemen","Brazil",1
"Individuals Tending Toward Savagery","Mexico",2
"Informal Anarchist Federation","Australia",3
"Informal Anarchist Federation","Chile",3
"Informal Anarchist Federation","France",1
"Informal Anarchist Federation","Germany",2
"Informal Anarchist Federation","Great Britain",9
"Informal Anarchist Federation","Greece",7
"Informal Anarchist Federation","Italy",16
"Informal Anarchist Federation","Multinational",1
"Informal Anarchist Federation","Switzerland",2
"Ingush Rebels","Russia",4
"Initiative de Resistance Internationaliste","Canada",1
"Inkatha Freedom Party (IFP)","South Africa",50
"Inkotanyi","Rwanda",2
"Institutional Revolutionary Party (PRI)","Mexico",14
"Insurgency Commune","Colombia",1
"Insurgents","Afghanistan",1
"Insurgents","Brazil",1
"Insurgents","India",4
"Insurgents","International",2
"Insurgents","Mozambique",1
"Insurgents","Thailand",4
"Internal Front","France",1
"International Anti-Communist Intelligence Service","Spain",1
"International Committee Against Nazism","United States",5
"International Communist Brigade","Italy",1
"International Communist Group","Honduras",1
"International Communist Group","Italy",1
"International Justice Group (Gama'a al-Adela al-Alamiya)","Egypt",1
"International Mercenary Brigade","Nicaragua",2
"International Movement of the Prolitariat","Venezuela",1
"International Proletarian Groups","Great Britain",1
"International Revolutionary Action Group (GARI)","France",7
"International Revolutionary Action Group (GARI)","Spain",17
"International Revolutionary Action Group (GARI)","United States",1
"International Revolutionary Front","Greece",2
"International Revolutionary Solidarity","France",4
"International Revolutionary Solidarity","Greece",1
"International Revolutionary Solidarity","Iran",1
"International Solidarity","Italy",2
"Internationalist Cells","West Germany (FRG)",3
"Intifada Martyrs","Israel",1
"Into the Blue Commando of the Revolutionary Cells","Netherlands",2
"Iparretarrak (IK)","France",57
"Iranian dissident group","Pakistan",1
"Iranian exiles","Iran",1
"Iranian extremists","Iran",2
"Iranian extremists","Kuwait",1
"Iranian extremists","Multinational",1
"Iranian extremists","United States",1
"Iranian Militants","Saudi Arabia",1
"Iranian Monarchists","Iran",1
"Iranian Revolution Organization","France",1
"Iranians","France",4
"Iranians","Iran",1
"Iranians","Iraq",5
"Iranians","Kuwait",1
"Iranians","Saudi Arabia",1
"Iranians","Turkey",1
"Iranians","United Arab Emirates",1
"Iranians","United States",3
"Iraq's Jihadist Leagues","International",1
"Iraq's Jihadist Leagues","Iraq",2
"Iraqi Communists","Iraq",2
"Iraqi Democratic Front","Iraq",2
"Iraqi extremists","Australia",1
"Iraqi extremists","International",2
"Iraqi extremists","Iran",2
"Iraqi extremists","Iraq",4
"Iraqi extremists","Qatar",1
"Iraqi extremists","Sudan",1
"Iraqi extremists","Sweden",2
"Iraqi extremists","Turkey",1
"Iraqi extremists","United States",4
"Iraqi Islamic Vanguards for National Salvation (IIVNS)","Iraq",2
"Iraqi Liberation Army","Iraq",1
"Iraqi Moslems","France",1
"Iraqi Mujahideen","France",4
"Iraqi Mujahideen","Iraq",5
"Iraqi National Congress (INC)","Iraq",1
"Iraqi National Congress (INC)","United States",1
"Iraqi Revolutionary Forces","Iraq",4
"Iraqi Strugglers' Movement","Jordan",1
"Iraqi Sunni Extremists","Iraq",1
"Irian Jaya Rebels","Indonesia",1
